price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,area_original
4123000,6060.0,2,1.0,1,yes,no,yes,no,no,1,no,semi-furnished,6060.0
4098500,3600.0,3,1.0,1,yes,no,yes,no,yes,0,yes,furnished,3600.0
4095000,3680.0,3,2.0,2,yes,no,no,no,no,0,no,semi-furnished,3680.0
4095000,4040.0,2,1.0,2,yes,no,no,no,no,1,no,semi-furnished,4040.0
4095000,5600.0,2,1.0,1,yes,no,no,no,yes,0,no,semi-furnished,5600.0
4060000,5900.0,4,2.0,2,no,no,yes,no,no,1,no,unfurnished,5900.0
4060000,4992.0,3,2.0,2,yes,no,no,no,no,2,no,unfurnished,4992.0
4060000,4340.0,3,1.0,1,yes,no,no,no,no,0,no,semi-furnished,4340.0
4060000,3000.0,4,1.0,3,yes,no,yes,no,yes,2,no,semi-furnished,3000.0
4060000,4320.0,3,1.0,2,yes,no,no,no,no,2,yes,furnished,4320.0
4025000,3630.0,3,2.0,2,yes,no,no,yes,no,2,no,semi-furnished,3630.0
4025000,3460.0,3,2.0,1,yes,no,yes,no,yes,1,no,furnished,3460.0
4025000,5400.0,3,1.0,1,yes,no,no,no,no,3,no,semi-furnished,5400.0
4007500,4500.0,3,1.0,2,no,no,yes,no,yes,0,no,semi-furnished,4500.0
4007500,3460.0,4,1.0,2,yes,no,no,no,yes,0,no,semi-furnished,3460.0
3990000,4100.0,4,1.0,1,no,no,yes,no,no,0,no,unfurnished,4100.0
3990000,6480.0,3,1.0,2,no,no,no,no,yes,1,no,semi-furnished,6480.0
3990000,4500.0,3,2.0,2,no,no,yes,no,yes,0,no,semi-furnished,4500.0
3990000,3960.0,3,1.0,2,yes,no,no,no,no,0,no,furnished,3960.0
3990000,4050.0,2,1.0,2,yes,yes,yes,no,no,0,yes,unfurnished,4050.0
3920000,7260.0,3,2.0,1,yes,yes,yes,no,no,3,no,furnished,7260.0
3920000,5500.0,4,1.0,2,yes,yes,yes,no,no,0,no,semi-furnished,5500.0
3920000,3000.0,3,1.0,2,yes,no,no,no,no,0,no,semi-furnished,3000.0
3920000,3290.0,2,1.0,1,yes,no,no,yes,no,1,no,furnished,3290.0
3920000,3816.0,2,1.0,1,yes,no,yes,no,yes,2,no,furnished,3816.0
3920000,8080.0,3,1.0,1,yes,no,no,no,yes,2,no,semi-furnished,8080.0
3920000,2145.0,4,2.0,1,yes,no,yes,no,no,0,yes,unfurnished,2145.0
3885000,3780.0,2,1.0,2,yes,yes,yes,no,no,0,no,semi-furnished,3780.0
3885000,3180.0,4,2.0,2,yes,no,no,no,no,0,no,furnished,3180.0
3850000,5300.0,5,2.0,2,yes,no,no,no,no,0,no,semi-furnished,5300.0
3850000,3180.0,2,2.0,1,yes,no,yes,no,no,2,no,semi-furnished,3180.0
3850000,7152.0,3,1.0,2,yes,no,no,no,yes,0,no,furnished,7152.0
3850000,4080.0,2,1.0,1,yes,no,no,no,no,0,no,semi-furnished,4080.0
3850000,3850.0,2,1.0,1,yes,no,no,no,no,0,no,semi-furnished,3850.0
3850000,2015.0,3,1.0,2,yes,no,yes,no,no,0,yes,semi-furnished,2015.0
3850000,2176.0,2,1.0,2,yes,yes,no,no,no,0,yes,semi-furnished,2176.0
3836000,3350.0,3,1.0,2,yes,no,no,no,no,0,no,unfurnished,3350.0
3815000,3150.0,2,2.0,1,no,no,yes,no,no,0,no,semi-furnished,3150.0
3780000,4820.0,3,1.0,2,yes,no,no,no,no,0,no,semi-furnished,4820.0
3780000,3420.0,2,1.0,2,yes,no,no,yes,no,1,no,semi-furnished,3420.0
3780000,3600.0,2,1.0,1,yes,no,no,no,no,0,no,semi-furnished,3600.0
3780000,5830.0,2,1.0,1,yes,no,no,no,no,2,no,unfurnished,5830.0
3780000,2856.0,3,1.0,3,yes,no,no,no,no,0,yes,furnished,2856.0
3780000,8400.0,2,1.0,1,yes,no,no,no,no,1,no,furnished,8400.0
3773000,8250.0,3,1.0,1,yes,no,no,no,no,2,no,furnished,8250.0
3773000,2520.0,5,2.0,1,no,no,yes,no,yes,1,no,furnished,2520.0
3773000,6930.0,4,1.0,2,no,no,no,no,no,1,no,furnished,6930.0
3745000,3480.0,2,1.0,1,yes,no,no,no,no,0,yes,semi-furnished,3480.0
3710000,3600.0,3,1.0,1,yes,no,no,no,no,1,no,unfurnished,3600.0
3710000,4040.0,2,1.0,1,yes,no,no,no,no,0,no,semi-furnished,4040.0
3710000,6020.0,3,1.0,1,yes,no,no,no,no,0,no,semi-furnished,6020.0
3710000,4050.0,2,1.0,1,yes,no,no,no,no,0,no,furnished,4050.0
3710000,3584.0,2,1.0,1,yes,no,no,yes,no,0,no,semi-furnished,3584.0
3703000,3120.0,3,1.0,2,no,no,yes,yes,no,0,no,semi-furnished,3120.0
3703000,5450.0,2,1.0,1,yes,no,no,no,no,0,no,furnished,5450.0
3675000,3630.0,2,1.0,1,yes,no,yes,no,no,0,no,furnished,3630.0
3675000,3630.0,2,1.0,1,yes,no,no,no,yes,0,no,unfurnished,3630.0
3675000,5640.0,2,1.0,1,no,no,no,no,no,0,no,semi-furnished,5640.0
3675000,3600.0,2,1.0,1,yes,no,no,no,no,0,no,furnished,3600.0
3640000,4280.0,2,1.0,1,yes,no,no,no,yes,2,no,semi-furnished,4280.0
3640000,3570.0,3,1.0,2,yes,no,yes,no,no,0,no,semi-furnished,3570.0
3640000,3180.0,3,1.0,2,no,no,yes,no,no,0,no,semi-furnished,3180.0
3640000,3000.0,2,1.0,2,yes,no,no,no,yes,0,no,furnished,3000.0
3640000,3520.0,2,2.0,1,yes,no,yes,no,no,0,no,semi-furnished,3520.0
3640000,5960.0,3,1.0,2,yes,yes,yes,no,no,0,no,unfurnished,5960.0
3640000,4130.0,3,2.0,2,yes,no,no,no,no,2,no,semi-furnished,4130.0
3640000,2850.0,3,2.0,2,no,no,yes,no,no,0,yes,unfurnished,2850.0
3640000,2275.0,3,1.0,3,yes,no,no,yes,yes,0,yes,semi-furnished,2275.0
3633000,3520.0,3,1.0,1,yes,no,no,no,no,2,yes,unfurnished,3520.0
3605000,4500.0,2,1.0,1,yes,no,no,no,no,0,no,semi-furnished,4500.0
3605000,4000.0,2,1.0,1,yes,no,no,no,no,0,yes,semi-furnished,4000.0
3570000,3150.0,3,1.0,2,yes,no,yes,no,no,0,no,furnished,3150.0
3570000,4500.0,4,2.0,2,yes,no,yes,no,no,2,no,furnished,4500.0
3570000,4500.0,2,1.0,1,no,no,no,no,no,0,no,furnished,4500.0
3570000,3640.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,3640.0
3535000,3850.0,3,1.0,1,yes,no,no,no,no,2,no,unfurnished,3850.0
3500000,4240.0,3,1.0,2,yes,no,no,no,yes,0,no,semi-furnished,4240.0
3500000,3650.0,3,1.0,2,yes,no,no,no,no,0,no,unfurnished,3650.0
3500000,4600.0,4,1.0,2,yes,no,no,no,no,0,no,semi-furnished,4600.0
3500000,2135.0,3,2.0,2,no,no,no,no,no,0,no,unfurnished,2135.0
3500000,3036.0,3,1.0,2,yes,no,yes,no,no,0,no,semi-furnished,3036.0
3500000,3990.0,3,1.0,2,yes,no,no,no,no,0,no,semi-furnished,3990.0
3500000,7424.0,3,1.0,1,no,no,no,no,no,0,no,unfurnished,7424.0
3500000,3480.0,3,1.0,1,no,no,no,no,yes,0,no,unfurnished,3480.0
3500000,3600.0,6,1.0,2,yes,no,no,no,no,1,no,unfurnished,3600.0
3500000,3640.0,2,1.0,1,yes,no,no,no,no,1,no,semi-furnished,3640.0
3500000,5900.0,2,1.0,1,yes,no,no,no,no,1,no,furnished,5900.0
3500000,3120.0,3,1.0,2,yes,no,no,no,no,1,no,unfurnished,3120.0
3500000,7350.0,2,1.0,1,yes,no,no,no,no,1,no,semi-furnished,7350.0
3500000,3512.0,2,1.0,1,yes,no,no,no,no,1,yes,unfurnished,3512.0
3500000,9500.0,3,1.0,2,yes,no,no,no,no,3,yes,unfurnished,9500.0
3500000,5880.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,5880.0
3500000,11657.567999999963,3,1.0,1,yes,no,no,no,no,0,no,unfurnished,11657.567999999963
3493000,4900.0,3,1.0,2,no,no,no,no,no,0,no,unfurnished,4900.0
3465000,3060.0,3,1.0,1,yes,no,no,no,no,0,no,unfurnished,3060.0
3465000,5320.0,2,1.0,1,yes,no,no,no,no,1,yes,unfurnished,5320.0
3465000,2145.0,3,1.0,3,yes,no,no,no,no,0,yes,furnished,2145.0
3430000,4000.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,4000.0
3430000,3185.0,2,1.0,1,yes,no,no,no,no,2,no,unfurnished,3185.0
3430000,3850.0,3,1.0,1,yes,no,no,no,no,0,no,unfurnished,3850.0
3430000,2145.0,3,1.0,3,yes,no,no,no,no,0,yes,furnished,2145.0
3430000,2610.0,3,1.0,2,yes,no,yes,no,no,0,yes,unfurnished,2610.0
3430000,1950.0,3,2.0,2,yes,no,yes,no,no,0,yes,unfurnished,1950.0
3423000,4040.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,4040.0
3395000,4785.0,3,1.0,2,yes,yes,yes,no,yes,1,no,furnished,4785.0
3395000,3450.0,3,1.0,1,yes,no,yes,no,no,2,no,unfurnished,3450.0
3395000,3640.0,2,1.0,1,yes,no,no,no,no,0,no,furnished,3640.0
3360000,3500.0,4,1.0,2,yes,no,no,no,yes,2,no,unfurnished,3500.0
3360000,4960.0,4,1.0,3,no,no,no,no,no,0,no,semi-furnished,4960.0
3360000,4120.0,2,1.0,2,yes,no,no,no,no,0,no,unfurnished,4120.0
3360000,4750.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,4750.0
3360000,3720.0,2,1.0,1,no,no,no,no,yes,0,no,unfurnished,3720.0
3360000,3750.0,3,1.0,1,yes,no,no,no,no,0,no,unfurnished,3750.0
3360000,3100.0,3,1.0,2,no,no,yes,no,no,0,no,semi-furnished,3100.0
3360000,3185.0,2,1.0,1,yes,no,yes,no,no,2,no,furnished,3185.0
3353000,2700.0,3,1.0,1,no,no,no,no,no,0,no,furnished,2700.0
3332000,2145.0,3,1.0,2,yes,no,yes,no,no,0,yes,furnished,2145.0
3325000,4040.0,2,1.0,1,yes,no,no,no,no,1,no,unfurnished,4040.0
3325000,4775.0,4,1.0,2,yes,no,no,no,no,0,no,unfurnished,4775.0
3290000,2500.0,2,1.0,1,no,no,no,no,yes,0,no,unfurnished,2500.0
3290000,3180.0,4,1.0,2,yes,no,yes,no,yes,0,no,unfurnished,3180.0
3290000,6060.0,3,1.0,1,yes,yes,yes,no,no,0,no,furnished,6060.0
3290000,3480.0,4,1.0,2,no,no,no,no,no,1,no,semi-furnished,3480.0
3290000,3792.0,4,1.0,2,yes,no,no,no,no,0,no,semi-furnished,3792.0
3290000,4040.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,4040.0
3290000,2145.0,3,1.0,2,yes,no,yes,no,no,0,yes,furnished,2145.0
3290000,5880.0,3,1.0,1,yes,no,no,no,no,1,no,unfurnished,5880.0
3255000,4500.0,2,1.0,1,no,no,no,no,no,0,no,semi-furnished,4500.0
3255000,3930.0,2,1.0,1,no,no,no,no,no,0,no,unfurnished,3930.0
3234000,3640.0,4,1.0,2,yes,no,yes,no,no,0,no,unfurnished,3640.0
3220000,4370.0,3,1.0,2,yes,no,no,no,no,0,no,unfurnished,4370.0
3220000,2684.0,2,1.0,1,yes,no,no,no,yes,1,no,unfurnished,2684.0
3220000,4320.0,3,1.0,1,no,no,no,no,no,1,no,unfurnished,4320.0
3220000,3120.0,3,1.0,2,no,no,no,no,no,0,no,furnished,3120.0
3150000,3450.0,1,1.0,1,yes,no,no,no,no,0,no,furnished,3450.0
3150000,3986.0,2,2.0,1,no,yes,yes,no,no,1,no,unfurnished,3986.0
3150000,3500.0,2,1.0,1,no,no,yes,no,no,0,no,semi-furnished,3500.0
3150000,4095.0,2,1.0,1,yes,no,no,no,no,2,no,semi-furnished,4095.0
3150000,1650.0,3,1.0,2,no,no,yes,no,no,0,no,unfurnished,1650.0
3150000,3450.0,3,1.0,2,yes,no,yes,no,no,0,no,semi-furnished,3450.0
3150000,6750.0,2,1.0,1,yes,no,no,no,no,0,no,semi-furnished,6750.0
3150000,9000.0,3,1.0,2,yes,no,no,no,no,2,no,semi-furnished,9000.0
3150000,3069.0,2,1.0,1,yes,no,no,no,no,1,no,unfurnished,3069.0
3143000,4500.0,3,1.0,2,yes,no,no,no,yes,0,no,unfurnished,4500.0
3129000,5495.0,3,1.0,1,yes,no,yes,no,no,0,no,unfurnished,5495.0
3118850,2398.0,3,1.0,1,yes,no,no,no,no,0,yes,semi-furnished,2398.0
3115000,3000.0,3,1.0,1,no,no,no,no,yes,0,no,unfurnished,3000.0
3115000,3850.0,3,1.0,2,yes,no,no,no,no,0,no,unfurnished,3850.0
3115000,3500.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,3500.0
3087000,8100.0,2,1.0,1,yes,no,no,no,no,1,no,unfurnished,8100.0
3080000,4960.0,2,1.0,1,yes,no,yes,no,yes,0,no,unfurnished,4960.0
3080000,2160.0,3,1.0,2,no,no,yes,no,no,0,no,semi-furnished,2160.0
3080000,3090.0,2,1.0,1,yes,yes,yes,no,no,0,no,unfurnished,3090.0
3080000,4500.0,2,1.0,2,yes,no,no,yes,no,1,no,semi-furnished,4500.0
3045000,3800.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,3800.0
3010000,3090.0,3,1.0,2,no,no,no,no,no,0,no,semi-furnished,3090.0
3010000,3240.0,3,1.0,2,yes,no,no,no,no,2,no,semi-furnished,3240.0
3010000,2835.0,2,1.0,1,yes,no,no,no,no,0,no,semi-furnished,2835.0
3010000,4600.0,2,1.0,1,yes,no,no,no,no,0,no,furnished,4600.0
3010000,5076.0,3,1.0,1,no,no,no,no,no,0,no,unfurnished,5076.0
3010000,3750.0,3,1.0,2,yes,no,no,no,no,0,no,unfurnished,3750.0
3010000,3630.0,4,1.0,2,yes,no,no,no,no,3,no,semi-furnished,3630.0
3003000,8050.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,8050.0
2975000,4352.0,4,1.0,2,no,no,no,no,no,1,no,unfurnished,4352.0
2961000,3000.0,2,1.0,2,yes,no,no,no,no,0,no,semi-furnished,3000.0
2940000,5850.0,3,1.0,2,yes,no,yes,no,no,1,no,unfurnished,5850.0
2940000,4960.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,4960.0
2940000,3600.0,3,1.0,2,no,no,no,no,no,1,no,unfurnished,3600.0
2940000,3660.0,4,1.0,2,no,no,no,no,no,0,no,unfurnished,3660.0
2940000,3480.0,3,1.0,2,no,no,no,no,no,1,no,semi-furnished,3480.0
2940000,2700.0,2,1.0,1,no,no,no,no,no,0,no,furnished,2700.0
2940000,3150.0,3,1.0,2,no,no,no,no,no,0,no,unfurnished,3150.0
2940000,6615.0,3,1.0,2,yes,no,no,no,no,0,no,semi-furnished,6615.0
2870000,3040.0,2,1.0,1,no,no,no,no,no,0,no,unfurnished,3040.0
2870000,3630.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,3630.0
2870000,6000.0,2,1.0,1,yes,no,no,no,no,0,no,semi-furnished,6000.0
2870000,5400.0,4,1.0,2,yes,no,no,no,no,0,no,unfurnished,5400.0
2852500,5200.0,4,1.0,3,yes,no,no,no,no,0,no,unfurnished,5200.0
2835000,3300.0,3,1.0,2,no,no,no,no,no,1,no,semi-furnished,3300.0
2835000,4350.0,3,1.0,2,no,no,no,yes,no,1,no,unfurnished,4350.0
2835000,2640.0,2,1.0,1,no,no,no,no,no,1,no,furnished,2640.0
2800000,2650.0,3,1.0,2,yes,no,yes,no,no,1,no,unfurnished,2650.0
2800000,3960.0,3,1.0,1,yes,no,no,no,no,0,no,furnished,3960.0
2730000,6800.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,6800.0
2730000,4000.0,3,1.0,2,yes,no,no,no,no,1,no,unfurnished,4000.0
2695000,4000.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,4000.0
2660000,3934.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,3934.0
2660000,2000.0,2,1.0,2,yes,no,no,no,no,0,no,semi-furnished,2000.0
2660000,3630.0,3,3.0,2,no,yes,no,no,no,0,no,unfurnished,3630.0
2660000,2800.0,3,1.0,1,yes,no,no,no,no,0,no,unfurnished,2800.0
2660000,2430.0,3,1.0,1,no,no,no,no,no,0,no,unfurnished,2430.0
2660000,3480.0,2,1.0,1,yes,no,no,no,no,1,no,semi-furnished,3480.0
2660000,4000.0,3,1.0,1,yes,no,no,no,no,0,no,semi-furnished,4000.0
2653000,3185.0,2,1.0,1,yes,no,no,no,yes,0,no,unfurnished,3185.0
2653000,4000.0,3,1.0,2,yes,no,no,no,yes,0,no,unfurnished,4000.0
2604000,2910.0,2,1.0,1,no,no,no,no,no,0,no,unfurnished,2910.0
2590000,3600.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,3600.0
2590000,4400.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,4400.0
2590000,3600.0,2,2.0,2,yes,no,yes,no,no,1,no,furnished,3600.0
2520000,2880.0,3,1.0,1,no,no,no,no,no,0,no,unfurnished,2880.0
2520000,3180.0,3,1.0,1,no,no,no,no,no,0,no,unfurnished,3180.0
2520000,3000.0,2,1.0,2,yes,no,no,no,no,0,no,furnished,3000.0
2485000,4400.0,3,1.0,2,yes,no,no,no,no,0,no,unfurnished,4400.0
2485000,3000.0,3,1.0,2,no,no,no,no,no,0,no,semi-furnished,3000.0
2450000,3210.0,3,1.0,2,yes,no,yes,no,no,0,no,unfurnished,3210.0
2450000,3240.0,2,1.0,1,no,yes,no,no,no,1,no,unfurnished,3240.0
2450000,3000.0,2,1.0,1,yes,no,no,no,no,1,no,unfurnished,3000.0
2450000,3500.0,2,1.0,1,yes,yes,no,no,no,0,no,unfurnished,3500.0
2450000,4840.0,2,1.0,2,yes,no,no,no,no,0,no,unfurnished,4840.0
2450000,7700.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,7700.0
2408000,3635.0,2,1.0,1,no,no,no,no,no,0,no,unfurnished,3635.0
2380000,2475.0,3,1.0,2,yes,no,no,no,no,0,no,furnished,2475.0
2380000,2787.0,4,2.0,2,yes,no,no,no,no,0,no,furnished,2787.0
2380000,3264.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,3264.0
2345000,3640.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,3640.0
2310000,3180.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,3180.0
2275000,1836.0,2,1.0,1,no,no,yes,no,no,0,no,semi-furnished,1836.0
2275000,3970.0,1,1.0,1,no,no,no,no,no,0,no,unfurnished,3970.0
2275000,3970.0,3,1.0,2,yes,no,yes,no,no,0,no,unfurnished,3970.0
2240000,1950.0,3,1.0,1,no,no,no,yes,no,0,no,unfurnished,1950.0
2233000,5300.0,3,1.0,1,no,no,no,no,yes,0,yes,unfurnished,5300.0
2135000,3000.0,2,1.0,1,no,no,no,no,no,0,no,unfurnished,3000.0
2100000,2400.0,3,1.0,2,yes,no,no,no,no,0,no,unfurnished,2400.0
2100000,3000.0,4,1.0,2,yes,no,no,no,no,0,no,unfurnished,3000.0
2100000,3360.0,2,1.0,1,yes,no,no,no,no,1,no,unfurnished,3360.0
1960000,3420.0,5,1.0,2,no,no,no,no,no,0,no,unfurnished,3420.0
1890000,1700.0,3,1.0,2,yes,no,no,no,no,0,no,unfurnished,1700.0
1890000,3649.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,3649.0
1855000,2990.0,2,1.0,1,no,no,no,no,no,1,no,unfurnished,2990.0
1820000,3000.0,2,1.0,1,yes,no,yes,no,no,2,no,unfurnished,3000.0
1767150,2400.0,3,1.0,1,no,no,no,no,no,0,no,semi-furnished,2400.0
1750000,3620.0,2,1.0,1,yes,no,no,no,no,0,no,unfurnished,3620.0
1750000,2910.0,3,1.0,1,no,no,no,no,no,0,no,furnished,2910.0
1750000,3850.0,3,1.0,2,yes,no,no,no,no,0,no,unfurnished,3850.0
